InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
575984,23202,JUMBO BAG VINTAGE LEAF,10,13/11/2011 13:50,2.08,17068.0,United Kingdom
566086,48138,DOORMAT UNION FLAG,10,09/09/2011 10:16,7.08,14051.0,United Kingdom
570021,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,07/10/2011 10:20,1.25,17841.0,United Kingdom
564313,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,24/08/2011 12:54,0.55,13728.0,United Kingdom
573421,23339,EGG FRYING PAN BLUE ,6,31/10/2011 09:50,2.08,14292.0,United Kingdom
563368,22383,LUNCH BAG SUKI DESIGN ,10,16/08/2011 09:00,1.65,13995.0,United Kingdom
558430,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,29/06/2011 12:12,1.25,13238.0,United Kingdom
572124,85199L,LARGE HANGING IVORY & RED WOOD BIRD,60,21/10/2011 08:47,0.65,14156.0,EIRE
558430,23203,JUMBO BAG DOILEY PATTERNS,10,29/06/2011 12:12,2.08,13238.0,United Kingdom
578313,22487,WHITE WOOD GARDEN PLANT LADDER,1,23/11/2011 16:24,9.95,17757.0,United Kingdom
562138,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,03/08/2011 10:04,2.55,14737.0,United Kingdom
562093,22095,LADS ONLY TISSUE BOX,12,02/08/2011 12:59,1.25,13777.0,United Kingdom
558430,21931,JUMBO STORAGE BAG SUKI,10,29/06/2011 12:12,2.08,13238.0,United Kingdom
561701,22659,LUNCH BOX I LOVE LONDON,12,29/07/2011 10:41,1.95,13102.0,United Kingdom
569850,21169,YOU'RE CONFUSING ME METAL SIGN ,12,06/10/2011 13:59,1.69,16432.0,United Kingdom
559154,72741,GRAND CHOCOLATECANDLE,18,06/07/2011 15:15,1.45,17045.0,United Kingdom
561115,21671,RED SPOT CERAMIC DRAWER KNOB,24,25/07/2011 12:12,1.25,17675.0,United Kingdom
571410,22457,NATURAL SLATE HEART CHALKBOARD ,12,17/10/2011 12:32,2.95,17527.0,United Kingdom
575501,22469,HEART OF WICKER SMALL,40,10/11/2011 09:59,1.45,16218.0,United Kingdom
565466,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,05/09/2011 09:48,1.65,12422.0,Australia
566026,23405,HOME SWEET HOME 2 DRAWER CABINET,4,08/09/2011 12:56,4.95,15618.0,United Kingdom
569836,22569,FELTCRAFT CUSHION BUTTERFLY,24,06/10/2011 13:06,3.39,12910.0,United Kingdom
573421,23336,EGG FRYING PAN PINK ,6,31/10/2011 09:50,2.08,14292.0,United Kingdom
566086,23444,Next Day Carriage,1,09/09/2011 10:16,15.0,14051.0,United Kingdom
567941,22925,BLUE GIANT GARDEN THERMOMETER,2,22/09/2011 18:24,5.95,13519.0,United Kingdom
566425,22355,CHARLOTTE BAG SUKI DESIGN,10,12/09/2011 14:22,0.85,16458.0,United Kingdom
564473,22662,LUNCH BAG DOLLY GIRL DESIGN,10,25/08/2011 12:33,1.65,16722.0,United Kingdom
576088,22898,CHILDRENS APRON APPLES DESIGN,36,14/11/2011 08:41,2.17,17450.0,United Kingdom
563180,44234,ASSORTED CIRCULAR MOBILE,48,12/08/2011 14:25,0.21,16209.0,United Kingdom
565093,23012,GLASS APOTHECARY BOTTLE PERFUME,12,01/09/2011 10:38,3.45,13408.0,United Kingdom
560988,15056BL,EDWARDIAN PARASOL BLACK,24,22/07/2011 13:17,5.95,15854.0,United Kingdom
575673,21619,4 VANILLA BOTANICAL CANDLES,12,10/11/2011 15:04,1.25,14863.0,United Kingdom
569850,85135C,RED DRAGONFLY HELICOPTER,2,06/10/2011 13:59,7.95,16432.0,United Kingdom
575480,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,09/11/2011 16:26,1.25,15594.0,United Kingdom
556203,22492,MINI PAINT SET VINTAGE ,108,09/06/2011 13:09,0.65,12399.0,Belgium
556130,47599B,BLUE PARTY BAGS ,6,09/06/2011 10:48,2.1,15738.0,United Kingdom
559927,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,13/07/2011 17:03,1.06,17567.0,United Kingdom
569333,22768,FAMILY PHOTO FRAME CORNICE,6,03/10/2011 13:49,9.95,13431.0,United Kingdom
558418,22993,SET OF 4 PANTRY JELLY MOULDS,6,29/06/2011 11:35,1.06,12901.0,United Kingdom
573008,22440,BALLOON WATER BOMB PACK OF 35,30,27/10/2011 12:26,0.36,12901.0,United Kingdom
562788,85099F,JUMBO BAG STRAWBERRY,10,09/08/2011 13:48,2.08,17669.0,United Kingdom
555525,20749,ASSORTED COLOUR MINI CASES,2,05/06/2011 11:40,7.95,14709.0,United Kingdom
574348,22728,ALARM CLOCK BAKELIKE PINK,12,04/11/2011 10:28,3.75,13756.0,United Kingdom
572067,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,20/10/2011 13:13,2.08,16099.0,United Kingdom
574348,22866,HAND WARMER SCOTTY DOG DESIGN,36,04/11/2011 10:28,2.1,13756.0,United Kingdom
578313,23320,GIANT 50'S CHRISTMAS CRACKER,2,23/11/2011 16:24,2.89,17757.0,United Kingdom
569836,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,06/10/2011 13:06,3.75,12910.0,United Kingdom
567756,21976,PACK OF 60 MUSHROOM CAKE CASES,48,22/09/2011 10:52,0.55,12678.0,France
573371,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,48,30/10/2011 13:34,3.39,13113.0,United Kingdom
563150,47599B,BLUE PARTY BAGS ,6,12/08/2011 11:41,2.1,15192.0,United Kingdom
566755,21668,RED STRIPE CERAMIC DRAWER KNOB,12,14/09/2011 15:49,1.45,13877.0,United Kingdom
562788,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,09/08/2011 13:48,1.65,17669.0,United Kingdom
555525,21931,JUMBO STORAGE BAG SUKI,10,05/06/2011 11:40,2.08,14709.0,United Kingdom
557951,23344,JUMBO BAG 50'S CHRISTMAS ,10,23/06/2011 17:53,2.08,14825.0,United Kingdom
565673,47566,PARTY BUNTING,8,06/09/2011 09:45,4.95,14441.0,United Kingdom
572124,15056N,EDWARDIAN PARASOL NATURAL,36,21/10/2011 08:47,5.95,14156.0,EIRE
572657,23582,VINTAGE DOILY JUMBO BAG RED ,10,25/10/2011 12:27,2.08,15615.0,United Kingdom
569333,23541,WALL ART CLASSIC PUDDINGS ,2,03/10/2011 13:49,8.25,13431.0,United Kingdom
561075,20724,RED RETROSPOT CHARLOTTE BAG,10,24/07/2011 15:51,0.85,16458.0,United Kingdom
563504,20725,LUNCH BAG RED RETROSPOT,40,17/08/2011 09:16,1.65,16218.0,United Kingdom
566260,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,11/09/2011 12:45,0.42,14212.0,United Kingdom
559707,15060B,FAIRY CAKE DESIGN UMBRELLA,4,12/07/2011 10:04,3.75,12358.0,Austria
577338,22138,BAKING SET 9 PIECE RETROSPOT ,6,18/11/2011 14:52,4.95,17650.0,United Kingdom
576824,20969,RED FLORAL FELTCRAFT SHOULDER BAG,24,16/11/2011 14:26,3.75,12910.0,United Kingdom
565673,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,06/09/2011 09:45,2.95,14441.0,United Kingdom
563212,20974,12 PENCILS SMALL TUBE SKULL,6,14/08/2011 12:41,0.65,17800.0,United Kingdom
557229,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,17/06/2011 13:45,4.25,,United Kingdom
557229,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,17/06/2011 13:45,4.25,,United Kingdom
573746,22356,CHARLOTTE BAG PINK POLKADOT,50,01/11/2011 09:01,0.85,13461.0,United Kingdom
559092,20754,RETROSPOT RED WASHING UP GLOVES,6,06/07/2011 10:48,2.1,16829.0,United Kingdom
555571,21668,RED STRIPE CERAMIC DRAWER KNOB,12,05/06/2011 15:36,1.25,15462.0,United Kingdom
569850,23182,TOILET SIGN OCCUPIED OR VACANT,24,06/10/2011 13:59,0.83,16432.0,United Kingdom
565764,23393,HOME SWEET HOME CUSHION COVER ,1,06/09/2011 14:10,3.75,,United Kingdom
560931,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,22/07/2011 10:25,1.65,16365.0,United Kingdom
563013,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,11/08/2011 12:01,4.15,12993.0,United Kingdom
567941,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,22/09/2011 18:24,3.95,13519.0,United Kingdom
575501,22197,POPCORN HOLDER,100,10/11/2011 09:59,0.72,16218.0,United Kingdom
563013,23201,JUMBO BAG ALPHABET,10,11/08/2011 12:01,2.08,12993.0,United Kingdom
566260,21212,PACK OF 72 RETROSPOT CAKE CASES,120,11/09/2011 12:45,0.42,14212.0,United Kingdom
576088,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,50,14/11/2011 08:41,5.17,17450.0,United Kingdom
561644,79321,CHILLI LIGHTS,48,28/07/2011 15:15,4.95,16029.0,United Kingdom
563835,23344,JUMBO BAG 50'S CHRISTMAS ,10,19/08/2011 12:53,2.08,13242.0,United Kingdom
563711,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,18/08/2011 15:41,1.65,16928.0,United Kingdom
576063,23174,REGENCY SUGAR BOWL GREEN,6,13/11/2011 15:37,4.15,15502.0,United Kingdom
564376,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,8,25/08/2011 10:25,3.29,14196.0,United Kingdom
563504,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,17/08/2011 09:16,2.08,16218.0,United Kingdom
560284,84950,ASSORTED COLOUR T-LIGHT HOLDER,12,18/07/2011 09:15,0.65,13705.0,United Kingdom
572305,23462,ROCOCO WALL MIRROR WHITE,1,23/10/2011 15:09,19.95,17131.0,United Kingdom
559707,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,12/07/2011 10:04,2.95,12358.0,Austria
563011,23053,RECYCLED ACAPULCO MAT PINK,2,11/08/2011 12:00,8.25,16283.0,United Kingdom
555525,22088,PAPER BUNTING COLOURED LACE,6,05/06/2011 11:40,2.95,14709.0,United Kingdom
555525,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,05/06/2011 11:40,2.08,14709.0,United Kingdom
561075,85099B,JUMBO BAG RED RETROSPOT,10,24/07/2011 15:51,2.08,16458.0,United Kingdom
574348,22028,PENNY FARTHING BIRTHDAY CARD,60,04/11/2011 10:28,0.42,13756.0,United Kingdom
569845,23399,HOME SWEET HOME HANGING HEART,12,06/10/2011 13:41,0.85,14819.0,United Kingdom
565417,21238,RED RETROSPOT CUP,16,04/09/2011 12:04,0.85,15738.0,United Kingdom
559092,21539,RED RETROSPOT BUTTER DISH,6,06/07/2011 10:48,4.95,16829.0,United Kingdom
566054,20727,LUNCH BAG  BLACK SKULL.,10,08/09/2011 15:04,1.65,12592.0,Germany
556062,47566,PARTY BUNTING,12,08/06/2011 14:06,4.95,15189.0,United Kingdom
576929,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,17/11/2011 11:09,1.25,16638.0,United Kingdom
566260,23206,LUNCH BAG APPLE DESIGN,100,11/09/2011 12:45,1.45,14212.0,United Kingdom
574282,23356,LOVE HOT WATER BOTTLE,15,03/11/2011 14:52,5.95,15612.0,United Kingdom
569126,21071,VINTAGE BILLBOARD DRINK ME MUG,36,30/09/2011 13:28,1.06,13347.0,United Kingdom
563212,23313,VINTAGE CHRISTMAS BUNTING,3,14/08/2011 12:41,4.95,17800.0,United Kingdom
572305,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,23/10/2011 15:09,2.95,17131.0,United Kingdom
567508,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,20/09/2011 14:50,1.25,17724.0,United Kingdom
564058,22867,HAND WARMER BIRD DESIGN,12,22/08/2011 14:23,2.1,17676.0,United Kingdom
561644,22174,PHOTO CUBE,72,28/07/2011 15:15,1.25,16029.0,United Kingdom
574756,23581,JUMBO BAG PAISLEY PARK,20,07/11/2011 09:40,2.08,13534.0,United Kingdom
566260,20723,STRAWBERRY CHARLOTTE BAG,200,11/09/2011 12:45,0.72,14212.0,United Kingdom
560026,23032,DRAWER KNOB CRACKLE GLAZE IVORY,1,14/07/2011 13:11,1.65,16928.0,United Kingdom
560820,22526,WHEELBARROW FOR CHILDREN ,1,21/07/2011 10:59,12.75,17811.0,United Kingdom
556062,71459,HANGING JAM JAR T-LIGHT HOLDER,48,08/06/2011 14:06,0.85,15189.0,United Kingdom
561120,22386,JUMBO BAG PINK POLKADOT,10,25/07/2011 12:50,2.08,15835.0,United Kingdom
565093,23014,GLASS APOTHECARY BOTTLE ELIXIR,12,01/09/2011 10:38,3.45,13408.0,United Kingdom
556572,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,13/06/2011 13:25,0.72,15311.0,United Kingdom
561075,22386,JUMBO BAG PINK POLKADOT,10,24/07/2011 15:51,2.08,16458.0,United Kingdom
557951,23298,SPOTTY BUNTING,3,23/06/2011 17:53,4.95,14825.0,United Kingdom
575673,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,10/11/2011 15:04,1.45,14863.0,United Kingdom
556822,23081,GREEN METAL BOX ARMY SUPPLIES,1,15/06/2011 10:22,8.25,17155.0,United Kingdom
563835,23203,JUMBO BAG DOILEY PATTERNS,10,19/08/2011 12:53,2.08,13242.0,United Kingdom
559092,21533,RETROSPOT LARGE MILK JUG,6,06/07/2011 10:48,4.95,16829.0,United Kingdom
558111,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,26/06/2011 16:06,8.5,17114.0,United Kingdom
577043,23581,JUMBO BAG PAISLEY PARK,10,17/11/2011 13:38,2.08,14282.0,United Kingdom
569836,23310,BUBBLEGUM RING ASSORTED,36,06/10/2011 13:06,0.42,12910.0,United Kingdom
563711,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,36,18/08/2011 15:41,1.25,16928.0,United Kingdom
557295,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,19/06/2011 13:37,1.65,12724.0,France
573421,20679,EDWARDIAN PARASOL RED,60,31/10/2011 09:50,4.95,14292.0,United Kingdom
567756,22893,MINI CAKE STAND T-LIGHT HOLDER,120,22/09/2011 10:52,0.42,12678.0,France
572657,22193,RED DINER WALL CLOCK,2,25/10/2011 12:27,8.5,15615.0,United Kingdom
563013,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11/08/2011 12:01,1.65,12993.0,United Kingdom
571430,21755,LOVE BUILDING BLOCK WORD,18,17/10/2011 12:51,5.45,13090.0,United Kingdom
569126,23172,REGENCY TEA PLATE PINK,24,30/09/2011 13:28,1.65,13347.0,United Kingdom
564351,22149,FELTCRAFT 6 FLOWER FRIENDS,40,24/08/2011 14:59,1.85,13881.0,United Kingdom
564351,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,24/08/2011 14:59,0.42,13881.0,United Kingdom
563033,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,4,11/08/2011 14:48,1.25,16928.0,United Kingdom
563374,47599B,BLUE PARTY BAGS ,6,16/08/2011 10:03,2.1,13953.0,United Kingdom
561115,21668,RED STRIPE CERAMIC DRAWER KNOB,24,25/07/2011 12:12,1.25,17675.0,United Kingdom
572124,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,21/10/2011 08:47,6.95,14156.0,EIRE
561075,21931,JUMBO STORAGE BAG SUKI,10,24/07/2011 15:51,2.08,16458.0,United Kingdom
567941,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,22/09/2011 18:24,4.95,13519.0,United Kingdom
569845,23398,HANGING HEART BONHEUR,12,06/10/2011 13:41,0.85,14819.0,United Kingdom
563835,85099F,JUMBO BAG STRAWBERRY,10,19/08/2011 12:53,2.08,13242.0,United Kingdom
566755,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,48,14/09/2011 15:49,1.45,13877.0,United Kingdom
567508,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,20/09/2011 14:50,1.25,17724.0,United Kingdom
564313,22366,DOORMAT AIRMAIL ,2,24/08/2011 12:54,7.95,13728.0,United Kingdom
556936,22185,SLATE TILE NATURAL HANGING,6,15/06/2011 16:04,1.65,,United Kingdom
567370,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,20/09/2011 09:13,0.55,14236.0,United Kingdom
557794,47590B,PINK HAPPY BIRTHDAY BUNTING,3,23/06/2011 09:08,5.45,16287.0,United Kingdom
574039,47599A,PINK PARTY BAGS,15,02/11/2011 12:57,2.1,17800.0,United Kingdom
576916,23333,IVORY WICKER HEART MEDIUM,12,17/11/2011 10:24,1.25,14655.0,United Kingdom
561644,85152,HAND OVER THE CHOCOLATE   SIGN ,96,28/07/2011 15:15,1.66,16029.0,United Kingdom
572305,23393,HOME SWEET HOME CUSHION COVER ,3,23/10/2011 15:09,3.75,17131.0,United Kingdom
560523,21731,RED TOADSTOOL LED NIGHT LIGHT,12,19/07/2011 11:56,1.65,15462.0,United Kingdom
563013,21790,VINTAGE SNAP CARDS,12,11/08/2011 12:01,0.85,12993.0,United Kingdom
562788,22384,LUNCH BAG PINK POLKADOT,10,09/08/2011 13:48,1.65,17669.0,United Kingdom
561701,22629,SPACEBOY LUNCH BOX ,12,29/07/2011 10:41,1.95,13102.0,United Kingdom
576916,23077,DOUGHNUT LIP GLOSS ,20,17/11/2011 10:24,1.25,14655.0,United Kingdom
564313,48138,DOORMAT UNION FLAG,2,24/08/2011 12:54,7.95,13728.0,United Kingdom
569850,21175,GIN + TONIC DIET METAL SIGN,12,06/10/2011 13:59,2.55,16432.0,United Kingdom
563835,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,19/08/2011 12:53,2.08,13242.0,United Kingdom
563371,23206,LUNCH BAG APPLE DESIGN,10,16/08/2011 09:39,1.65,14006.0,United Kingdom
567370,23187,FRENCH STYLE STORAGE JAR BONBONS,48,20/09/2011 09:13,0.29,14236.0,United Kingdom
558686,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,01/07/2011 11:33,1.25,17706.0,United Kingdom
575197,23582,VINTAGE DOILY JUMBO BAG RED ,10,09/11/2011 09:42,2.08,16767.0,United Kingdom
563033,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,39,11/08/2011 14:48,1.25,16928.0,United Kingdom
557961,23206,LUNCH BAG APPLE DESIGN,10,24/06/2011 08:40,1.65,18257.0,United Kingdom
561732,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,29/07/2011 12:13,1.65,14511.0,United Kingdom
559927,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,13/07/2011 17:03,0.85,17567.0,United Kingdom
566623,21786,POLKADOT RAIN HAT ,24,14/09/2011 09:31,0.42,12756.0,Japan
577043,85099C,JUMBO  BAG BAROQUE BLACK WHITE,20,17/11/2011 13:38,2.08,14282.0,United Kingdom
565093,22147,FELTCRAFT BUTTERFLY HEARTS,40,01/09/2011 10:38,1.25,13408.0,United Kingdom
572337,23204,CHARLOTTE BAG APPLES DESIGN,100,24/10/2011 10:30,0.72,14607.0,United Kingdom
569333,23544,WALL ART MID CENTURY MODERN ,2,03/10/2011 13:49,8.25,13431.0,United Kingdom
560185,21915,RED  HARMONICA IN BOX ,72,15/07/2011 11:50,1.25,14676.0,United Kingdom
574513,21733,RED HANGING HEART T-LIGHT HOLDER,32,04/11/2011 13:31,2.55,15291.0,United Kingdom
568515,22367,CHILDRENS APRON SPACEBOY DESIGN,10,27/09/2011 12:44,1.95,14466.0,United Kingdom
561202,20726,LUNCH BAG WOODLAND,10,25/07/2011 15:14,1.65,17705.0,United Kingdom
567370,21975,PACK OF 60 DINOSAUR CAKE CASES,24,20/09/2011 09:13,0.55,14236.0,United Kingdom
564351,22150,3 STRIPEY MICE FELTCRAFT,40,24/08/2011 14:59,1.65,13881.0,United Kingdom
567370,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,20/09/2011 09:13,1.45,14236.0,United Kingdom
558686,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,01/07/2011 11:33,1.25,17706.0,United Kingdom
558418,22960,JAM MAKING SET WITH JARS,4,29/06/2011 11:35,3.75,12901.0,United Kingdom
576929,23129,HEART SHAPED HOLLY WREATH,4,17/11/2011 11:09,4.15,16638.0,United Kingdom
566425,22383,LUNCH BAG SUKI DESIGN ,10,12/09/2011 14:22,1.65,16458.0,United Kingdom
570101,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,16,07/10/2011 12:14,0.83,14560.0,United Kingdom
557772,85099B,JUMBO BAG RED RETROSPOT,20,22/06/2011 14:47,2.08,16458.0,United Kingdom
567508,21668,RED STRIPE CERAMIC DRAWER KNOB,12,20/09/2011 14:50,1.25,17724.0,United Kingdom
569321,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,03/10/2011 12:23,1.45,,United Kingdom
568515,47591D,PINK FAIRY CAKE CHILDRENS APRON,20,27/09/2011 12:44,1.95,14466.0,United Kingdom
556130,21094,SET/6 RED SPOTTY PAPER PLATES,12,09/06/2011 10:48,0.85,15738.0,United Kingdom
567756,21212,PACK OF 72 RETROSPOT CAKE CASES,48,22/09/2011 10:52,0.55,12678.0,France
558562,22433,WATERING CAN GREEN DINOSAUR,12,30/06/2011 13:28,1.95,16401.0,United Kingdom
560026,21671,RED SPOT CERAMIC DRAWER KNOB,1,14/07/2011 13:11,1.25,16928.0,United Kingdom
560988,15056N,EDWARDIAN PARASOL NATURAL,24,22/07/2011 13:17,5.95,15854.0,United Kingdom
577338,21212,PACK OF 72 RETROSPOT CAKE CASES,24,18/11/2011 14:52,0.55,17650.0,United Kingdom
574282,84029E,RED WOOLLY HOTTIE WHITE HEART.,5,03/11/2011 14:52,4.25,15612.0,United Kingdom
561202,22728,ALARM CLOCK BAKELIKE PINK,4,25/07/2011 15:14,3.75,17705.0,United Kingdom
561120,23202,JUMBO BAG VINTAGE LEAF,10,25/07/2011 12:50,2.08,15835.0,United Kingdom
560820,22904,CALENDAR PAPER CUT DESIGN,10,21/07/2011 10:59,2.95,17811.0,United Kingdom
572462,85015,SET OF 12  VINTAGE POSTCARD SET,24,24/10/2011 13:06,0.65,18240.0,United Kingdom
557794,16259,PIECE OF CAMO STATIONERY SET,216,23/06/2011 09:08,0.08,16287.0,United Kingdom
575501,23096,PETIT TRAY CHIC,12,10/11/2011 09:59,1.65,16218.0,United Kingdom
574348,23077,DOUGHNUT LIP GLOSS ,100,04/11/2011 10:28,1.25,13756.0,United Kingdom
572874,22747,POPPY'S PLAYHOUSE BATHROOM,12,26/10/2011 13:28,2.1,13408.0,United Kingdom
567370,84596G,SMALL CHOCOLATES PINK BOWL,16,20/09/2011 09:13,0.42,14236.0,United Kingdom
577043,22356,CHARLOTTE BAG PINK POLKADOT,10,17/11/2011 13:38,0.85,14282.0,United Kingdom
569333,23536,VILLAGE SHOW WALL ART,4,03/10/2011 13:49,5.95,13431.0,United Kingdom
569333,23535,BICYCLE SAFTEY WALL ART,4,03/10/2011 13:49,5.95,13431.0,United Kingdom
573421,22423,REGENCY CAKESTAND 3 TIER,16,31/10/2011 09:50,10.95,14292.0,United Kingdom
566260,20724,RED RETROSPOT CHARLOTTE BAG,200,11/09/2011 12:45,0.72,14212.0,United Kingdom
556936,85099B,JUMBO BAG RED RETROSPOT,4,15/06/2011 16:04,2.08,,United Kingdom
574756,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,07/11/2011 09:40,8.25,13534.0,United Kingdom
567756,POST,POSTAGE,3,22/09/2011 10:52,18.0,12678.0,France
564376,22804,CANDLEHOLDER PINK HANGING HEART,32,25/08/2011 10:25,2.55,14196.0,United Kingdom
575984,23582,VINTAGE DOILY JUMBO BAG RED ,10,13/11/2011 13:50,2.08,17068.0,United Kingdom
575673,21668,RED STRIPE CERAMIC DRAWER KNOB,12,10/11/2011 15:04,1.45,14863.0,United Kingdom
560931,47599B,BLUE PARTY BAGS ,5,22/07/2011 10:25,2.1,16365.0,United Kingdom
560026,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,5,14/07/2011 13:11,1.25,16928.0,United Kingdom
572657,22178,VICTORIAN GLASS HANGING T-LIGHT,6,25/10/2011 12:27,1.95,15615.0,United Kingdom
572305,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,23/10/2011 15:09,0.85,17131.0,United Kingdom
561075,22355,CHARLOTTE BAG SUKI DESIGN,20,24/07/2011 15:51,0.85,16458.0,United Kingdom
563835,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,19/08/2011 12:53,2.08,13242.0,United Kingdom
559092,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,06/07/2011 10:48,3.75,16829.0,United Kingdom
563212,47599A,PINK PARTY BAGS,8,14/08/2011 12:41,2.1,17800.0,United Kingdom
562138,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,30,03/08/2011 10:04,2.89,14737.0,United Kingdom
559707,15056BL,EDWARDIAN PARASOL BLACK,12,12/07/2011 10:04,5.95,12358.0,Austria
571852,21931,JUMBO STORAGE BAG SUKI,10,19/10/2011 13:20,2.08,14273.0,United Kingdom
569856,22381,TOY TIDY PINK POLKADOT,10,06/10/2011 14:28,2.1,17068.0,United Kingdom
566718,15056P,EDWARDIAN PARASOL PINK,3,14/09/2011 12:25,5.95,15854.0,United Kingdom
560988,20679,EDWARDIAN PARASOL RED,6,22/07/2011 13:17,5.95,15854.0,United Kingdom
575971,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,13/11/2011 13:00,0.85,13700.0,United Kingdom
564351,84050,PINK HEART SHAPE EGG FRYING PAN,72,24/08/2011 14:59,1.25,13881.0,United Kingdom
568685,22994,TRAVEL CARD WALLET RETROSPOT,48,28/09/2011 14:21,0.42,16394.0,United Kingdom
572124,15056BL,EDWARDIAN PARASOL BLACK,24,21/10/2011 08:47,5.95,14156.0,EIRE
576824,23206,LUNCH BAG APPLE DESIGN,30,16/11/2011 14:26,1.65,12910.0,United Kingdom
560026,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,14/07/2011 13:11,1.25,16928.0,United Kingdom
568515,22898,CHILDRENS APRON APPLES DESIGN,10,27/09/2011 12:44,1.95,14466.0,United Kingdom
569850,22670,FRENCH WC SIGN BLUE METAL,12,06/10/2011 13:59,1.25,16432.0,United Kingdom
557295,23206,LUNCH BAG APPLE DESIGN,10,19/06/2011 13:37,1.65,12724.0,France
557794,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,23/06/2011 09:08,1.65,16287.0,United Kingdom
564313,48194,DOORMAT HEARTS,2,24/08/2011 12:54,7.95,13728.0,United Kingdom
556130,20677,PINK POLKADOT BOWL,8,09/06/2011 10:48,1.25,15738.0,United Kingdom
570495,47599A,PINK PARTY BAGS,10,11/10/2011 09:05,2.1,16861.0,United Kingdom
568685,23002,TRAVEL CARD WALLET SKULLS,168,28/09/2011 14:21,0.42,16394.0,United Kingdom
564473,23209,LUNCH BAG VINTAGE DOILY ,20,25/08/2011 12:33,1.65,16722.0,United Kingdom
563033,21669,BLUE STRIPE CERAMIC DRAWER KNOB,30,11/08/2011 14:48,1.25,16928.0,United Kingdom
563033,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,11/08/2011 14:48,1.25,16928.0,United Kingdom
560185,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,15/07/2011 11:50,0.29,14676.0,United Kingdom
559006,22470,HEART OF WICKER LARGE,24,05/07/2011 12:41,2.95,14905.0,United Kingdom
564473,22383,LUNCH BAG SUKI DESIGN ,20,25/08/2011 12:33,1.65,16722.0,United Kingdom
569845,15056BL,EDWARDIAN PARASOL BLACK,3,06/10/2011 13:41,5.95,14819.0,United Kingdom
